user,total_logons,off_hours_ratio,weekend_ratio,unique_pc_count,hour_variance,device_connects,device_disconnects,missing_disconnects,file_operations,suspicious_file_ops,removable_media_ops,off_hours_ratio_normalized,weekend_ratio_normalized,unique_pc_count_normalized,hour_variance_normalized,missing_disconnects_normalized,suspicious_file_ops_normalized,removable_media_ops_normalized,risk_score,risk_level
ABH1181,711,0.9549929676511955,0.0,1,5.486953069658004,0,0,0,73,0,0,0.9549929676511955,0.0,0.0008156606851549756,0.7029512455926633,0.0,0.0,0,0.37107812550920494,medium
ABO1173,1146,0.7242582897033158,0.009598603839441536,1,5.480027746356819,396,394,2,1395,591,0,0.7242582897033158,0.031256991989976286,0.0008156606851549756,0.7020640200999541,0.06896551724137931,0.0701317194731221,0,0.3461657264931404,medium
AJQ0809,999,0.35935935935935936,0.0,1,4.263108247229824,0,0,0,25,0,0,0.35935935935935936,0.0,0.0008156606851549756,0.5461605401836152,0.0,0.0,0,0.16281717396501896,low
AKD0272,1204,0.3380398671096346,0.0016611295681063123,81,4.303679210880821,436,436,0,6475,4376,0,0.3380398671096346,0.0054093193628077345,0.06606851549755302,0.551358217122219,0.0,0.5192832562003086,0,0.3807833029641204,medium
ARC2809,1008,0.36408730158730157,0.0,11,4.274461660309861,0,0,0,0,0,0,0.36408730158730157,0.0,0.00897226753670473,0.5476150625323615,0.0,0.0,0,0.16582541756874064,low
AVH3584,712,1.0,0.0,1,6.023951565372533,0,0,0,0,0,0,1.0,0.0,0.0008156606851549756,0.771747853956482,0.0,0.0,0,0.39148531002693127,medium
CAS1017,712,0.5,0.0,1,4.518731066445587,0,0,0,0,0,0,0.5,0.0,0.0008156606851549756,0.578909203583579,0.0,0.0,0,0.21164120224735145,low
CNF0212,712,0.42134831460674155,0.0,1,4.935394653671612,0,0,0,14,0,0,0.42134831460674155,0.0,0.0008156606851549756,0.6322893189072002,0.0,0.0,0,0.19021688563467856,low
DAD1785,122,0.6967213114754098,0.0,4,4.726305357859019,18,18,0,30,14,0,0.6967213114754098,0.0,0.0032626427406199023,0.6055022151967039,0.0,0.0016613266880265813,0,0.2794406826533884,low
DHC1989,712,1.0,0.0,1,5.520684803342954,0,0,0,0,0,0,1.0,0.0,0.0008156606851549756,0.7072727267332545,0.0,0.0,0,0.3861974281631816,medium
ESS3341,1227,0.29991850040749796,0.0,100,4.067237923582794,353,347,6,1628,965,0,0.29991850040749796,0.0,0.08156606851549755,0.5210669616101611,0.20689655172413793,0.11451287528183221,0,0.2523684008662842,low
HSS3959,712,0.9915730337078652,0.0,1,6.013182202335638,0,0,0,0,0,0,0.9915730337078652,0.0,0.0008156606851549756,0.7703681561415165,0.0,0.0,0,0.38860762841645113,medium
JCL0446,1162,0.7426850258175559,0.013769363166953529,12,5.494205096273538,3064,3047,17,8694,5917,0,0.7426850258175559,0.04483869544110508,0.009787928221859706,0.7038803261001404,0.5862068965517241,0.7021478580752344,0,0.7424945420573312,high
JLA0030,712,0.9157303370786517,0.0,1,5.435193182042459,0,0,0,25,0,0,0.9157303370786517,0.0,0.0008156606851549756,0.6963201195361485,0.0,0.0,0,0.357653891126162,medium
KAH2398,712,0.4887640449438202,0.0,1,4.997323040085096,0,0,0,0,0,0,0.4887640449438202,0.0,0.0008156606851549756,0.6402231641240713,0.0,0.0,0,0.2129837877033384,low
LBR1387,712,0.4943820224719101,0.0,1,4.019912627158238,0,0,0,100,0,0,0.4943820224719101,0.0,0.0008156606851549756,0.5150039653265502,0.0,0.0,0,0.20455704164192098,low
LMH2801,712,0.5126404494382022,0.0,1,5.017393969448933,0,0,0,15,0,0,0.5126404494382022,0.0,0.0008156606851549756,0.6427945155858746,0.0,0.0,0,0.22102750084180495,low
MAY0978,712,0.4957865168539326,0.0,1,4.516530774591891,0,0,0,13,0,0,0.4957865168539326,0.0,0.0008156606851549756,0.5786273171013023,0.0,0.0,0,0.21023582019127943,low
MSS3335,712,0.4143258426966292,0.0,1,4.927546767058406,0,0,0,38,0,0,0.4143258426966292,0.0,0.0008156606851549756,0.6312839008545965,0.0,0.0,0,0.18783065475898172,low
MSW0973,712,0.37780898876404495,0.0,1,4.408550577460761,0,0,0,0,0,0,0.37780898876404495,0.0,0.0008156606851549756,0.5647936259599636,0.0,0.0,0,0.17039788640840792,low
NDS1897,594,0.5,0.0,1,4.5261573619375195,0,0,0,18,0,0,0.5,0.0,0.0008156606851549756,0.5798606102385877,0.0,0.0,0,0.21171923118987146,low
NJM3961,712,0.9873595505617978,0.0,1,6.018379089597207,0,0,0,8,0,0,0.9873595505617978,0.0,0.0008156606851549756,0.7710339461213738,0.0,0.0,0,0.3872799693737742,medium
PAA2738,1214,0.6046128500823723,0.0,102,4.491837798002061,0,0,0,76,0,0,0.6046128500823723,0.0,0.08319738988580751,0.575463820269664,0.0,0.0,0,0.2591905848735891,low
POD0750,1196,0.30434782608695654,0.0,89,3.685680826334296,0,0,0,555,0,0,0.30434782608695654,0.0,0.07259380097879282,0.4721844518874617,0.0,0.0,0,0.15047681647017203,low
PWG3063,712,0.48314606741573035,0.0,1,3.5071137293505457,0,0,0,0,0,0,0.48314606741573035,0.0,0.0008156606851549756,0.44930764546082735,0.0,0.0,0,0.19548296896640083,low
QBH3579,991,0.7043390514631686,0.0,1,5.13450017733604,0,0,0,554,0,0,0.7043390514631686,0.0,0.0008156606851549756,0.657797369383931,0.0,0.0,0,0.28514604919311215,low
QYG1180,1247,0.58700882117081,0.0,106,4.465493170952374,0,0,0,118,0,0,0.58700882117081,0.0,0.0864600326264274,0.5720887251733239,0.0,0.0,0,0.25367381768666536,low
SAP1888,712,0.4859550561797753,0.0,1,4.510849091388111,0,0,0,0,0,0,0.4859550561797753,0.0,0.0008156606851549756,0.5778994183504919,0.0,0.0,0,0.2069508409737598,low
SAR1883,712,0.3806179775280899,0.0,1,4.412739693964983,0,0,0,0,0,0,0.3806179775280899,0.0,0.0008156606851549756,0.5653303071794294,0.0,0.0,0,0.1713634108289333,low
SCC1896,711,0.49929676511954996,0.0,1,4.514072517838142,0,0,0,0,0,0,0.49929676511954996,0.0,0.0008156606851549756,0.5783123819040997,0.0,0.0,0,0.2113615530990289,low
SIS3576,824,0.9441747572815534,0.09223300970873786,15,5.946072415544545,3416,3399,17,9407,6401,0,0.9441747572815534,0.30034851879512076,0.012234910277324634,0.7617705050194162,0.5862068965517241,0.7595822950041533,0,0.8792070264934814,high
THC2752,986,0.7221095334685599,0.0,1,4.733529923470723,0,0,0,51,0,0,0.7221095334685599,0.0,0.0008156606851549756,0.6064277775864565,0.0,0.0,0,0.2867627424778049,low
THM1021,712,0.5,0.0,1,4.013852802177243,0,0,0,19,0,0,0.5,0.0,0.0008156606851549756,0.5142276216136762,0.0,0.0,0,0.20633638814387384,low
TKD2115,712,0.5,0.0,1,4.521832917015828,0,0,0,14,0,0,0.5,0.0,0.0008156606851549756,0.5793065916593128,0.0,0.0,0,0.21167379374874185,low
TWW0811,989,0.268958543983822,0.0,1,4.181493074844456,0,0,0,152,0,0,0.268958543983822,0.0,0.0008156606851549756,0.5357045573532151,0.0,0.0,0,0.13230299873067,low
TZM0239,712,0.4311797752808989,0.0,1,4.459660396587344,0,0,0,125,0,0,0.4311797752808989,0.0,0.0008156606851549756,0.5713414696467853,0.0,0.0,0,0.18844357209051654,low
WJW3627,982,0.3615071283095723,0.0,1,3.478843041329058,0,0,0,8,0,0,0.3615071283095723,0.0,0.0008156606851549756,0.44568579648450557,0.0,0.0,0,0.15528140006306443,low
WSB1368,712,0.973314606741573,0.0,1,5.491711709616665,0,0,0,96,0,0,0.973314606741573,0.0,0.0008156606851549756,0.7035608902978032,0.0,0.0,0,0.37713867006722435,medium
XGB1528,980,0.29489795918367345,0.0,1,3.8233949031722845,713,705,8,1396,926,0,0.29489795918367345,0.0,0.0008156606851549756,0.48982744620870555,0.27586206896551724,0.10988489379375815,0,0.24998458564111203,low
AAS0144,712,0.5042134831460674,0.0,1,5.032450324314385,0,0,0,0,0,0,0.5042134831460674,0.0,0.0008156606851549756,0.6447234337436191,0.0,0.0,0,0.2184211730254108,low
ACV1946,1252,0.3514376996805112,0.006389776357827476,85,3.8214260316253026,380,372,8,1760,900,0,0.3514376996805112,0.020807733267797165,0.06933115823817292,0.4895752077279326,0.27586206896551724,0.10679957280170879,0,0.281898526329508,low
ADC1469,712,0.4957865168539326,0.0,1,4.51808119110947,0,0,0,14,0,0,0.4957865168539326,0.0,0.0008156606851549756,0.5788259459593195,0.0,0.0,0,0.21025211059629545,low
AEH0187,912,0.22478070175438597,0.02631578947368421,1,4.387803146663251,0,0,0,175,0,0,0.22478070175438597,0.08569500674763832,0.0008156606851549756,0.5621356057187105,0.0,0.0,0,0.13403429523631766,low
AIB1567,712,0.7556179775280899,0.0,1,6.114868186343937,0,0,0,18,0,0,0.7556179775280899,0.0,0.0008156606851549756,0.783395475349553,0.0,0.0,0,0.31226930795190927,medium
AJG0240,766,0.39295039164490864,0.005221932114882507,23,4.408650037927023,87,86,1,199,114,0,0.39295039164490864,0.017004753297181496,0.018760195758564437,0.564806368160919,0.034482758620689655,0.013527945888216448,0,0.1951305208873346,low
AKL1305,1356,0.21312684365781712,0.00663716814159292,112,4.276809474675513,0,0,0,58,0,0,0.21312684365781712,0.021613342409802585,0.09135399673735727,0.5479158485992011,0.0,0.0,0,0.133384590644759,low
ASC0177,1186,0.14249578414839797,0.0,81,3.7044842967557994,691,679,12,2018,1361,0,0.14249578414839797,0.0,0.06606851549755302,0.47459342509835967,0.41379310344827586,0.16150468731458406,0,0.26454663800130035,low
ASD0993,712,0.7485955056179775,0.0,1,6.043173781324311,0,0,0,0,0,0,0.7485955056179775,0.0,0.0008156606851549756,0.774210474007139,0.0,0.0,0,0.3092122343498155,medium
BON0968,712,0.3960674157303371,0.0,1,4.408551249579192,0,0,0,48,0,0,0.3960674157303371,0.0,0.0008156606851549756,0.5647937120672225,0.0,0.0,0,0.17638770125980852,low
CCT0020,712,0.4901685393258427,0.0,1,4.016208478861457,0,0,0,91,0,0,0.4901685393258427,0.0,0.0008156606851549756,0.5145294149474917,0.0,0.0,0,0.20313585839290108,low
CTG3770,712,0.526685393258427,0.0,1,5.054094888330837,0,0,0,47,0,0,0.526685393258427,0.0,0.0008156606851549756,0.6474963886135655,0.0,0.0,0,0.22602066607917728,low
DAM3359,712,0.5294943820224719,0.0,1,5.057392562942583,0,0,0,0,0,0,0.5294943820224719,0.0,0.0008156606851549756,0.6479188643385183,0.0,0.0,0,0.22697682401701108,low
DBS1363,712,0.9929775280898876,0.0,1,5.512762840290044,0,0,0,101,0,0,0.9929775280898876,0.0,0.0008156606851549756,0.7062578185091662,0.0,0.0,0,0.3838104189577964,medium
DJH0971,1251,0.31095123900879296,0.0,125,3.72751465022284,0,0,0,34,0,0,0.31095123900879296,0.0,0.10195758564437195,0.47754391792207623,0.0,0.0,0,0.1578991661782726,low
DMD0486,712,0.3848314606741573,0.0,1,3.9147225374320143,0,0,0,16,0,0,0.3848314606741573,0.0,0.0008156606851549756,0.5015277238390935,0.0,0.0,0,0.16751295051109646,low
DSA3620,1188,0.255050505050505,0.0,88,3.2614338572846764,375,368,7,843,562,0,0.255050505050505,0.0,0.07177814029363784,0.41783280507249626,0.2413793103448276,0.06669039990506705,0,0.21645056223508108,low
ECA0976,712,0.5,0.0,1,4.520282476296481,0,0,0,0,0,0,0.5,0.0,0.0008156606851549756,0.5791079597007293,0.0,0.0,0,0.2116575030894351,low
EHD1744,274,0.17518248175182483,0.0,5,3.8847257073081525,114,111,3,81,53,0,0.17518248175182483,0.0,0.004078303425774877,0.4976847332336145,0.10344827586206896,0.006289308176100629,0,0.12698786418418162,low
ERD1235,826,0.45883777239709445,0.0,54,4.816193610028589,0,0,0,19,0,0,0.45883777239709445,0.0,0.04404567699836868,0.617018088947504,0.0,0.0,0,0.208354070074818,low
EWA1486,712,0.5,0.0,1,4.520282476296481,0,0,0,0,0,0,0.5,0.0,0.0008156606851549756,0.5791079597007293,0.0,0.0,0,0.2116575030894351,low
FCK3307,712,0.5168539325842697,0.0,1,5.045048254653353,0,0,0,3,0,0,0.5168539325842697,0.0,0.0008156606851549756,0.6463373952102549,0.0,0.0,0,0.22270033093926261,low
FMR0920,691,0.13603473227206947,0.0,69,3.6648024028854387,389,385,4,1697,1141,0,0.13603473227206947,0.0,0.05628058727569331,0.4695096497553742,0.13793103448275862,0.13539812507416638,0,0.18182514919378306,low
FNB1512,690,0.5,0.0,1,4.520927733644044,0,0,0,0,0,0,0.5,0.0,0.0008156606851549756,0.5791906256995885,0.0,0.0,0,0.21166428288274367,low
GAW0808,712,0.5196629213483146,0.0,1,5.025074219645029,0,0,0,26,0,0,0.5196629213483146,0.0,0.0008156606851549756,0.6437784571966867,0.0,0.0,0,0.22341197034234928,low
GKB2807,988,0.3684210526315789,0.0,1,4.292500390538276,726,724,2,2542,1744,0,0.3684210526315789,0.0,0.0008156606851549756,0.5499260624118929,0.06896551724137931,0.20695383885131127,0,0.267933090158257,low
GLF0226,712,0.5,0.0,1,4.517178686464612,0,0,0,104,0,0,0.5,0.0,0.0008156606851549756,0.5787103231799368,0.0,0.0,0,0.21162489121199926,low
HAP3000,712,0.3904494382022472,0.0,1,4.417292668322133,0,0,0,0,0,0,0.3904494382022472,0.0,0.0008156606851549756,0.5659136034013725,0.0,0.0,0,0.17463653057253203,low
IIM1947,987,0.3606889564336373,0.0,1,3.4739230585186993,0,0,0,54,0,0,0.3606889564336373,0.0,0.0008156606851549756,0.44505548162652714,0.0,0.0,0,0.15496129809054332,low
JDH0295,712,0.5,0.0,1,4.010703837351116,0,0,0,0,0,0,0.5,0.0,0.0008156606851549756,0.5138241975787424,0.0,0.0,0,0.20630330160756752,low
JGR3488,712,0.523876404494382,0.0,1,5.05210273833883,0,0,0,141,0,0,0.523876404494382,0.0,0.0008156606851549756,0.6472411678561595,0.0,0.0,0,0.2250782254389682,low
JIG1936,712,0.5,0.0,1,4.015425620617451,0,0,0,0,0,0,0.5,0.0,0.0008156606851549756,0.5144291204542165,0.0,0.0,0,0.2063529139284725,low
JJS3884,984,0.2652439024390244,0.0,1,4.19229799306759,0,0,0,63,0,0,0.2652439024390244,0.0,0.0008156606851549756,0.5370888102577059,0.0,0.0,0,0.13119791247709686,low
JTN2073,1128,0.1870567375886525,0.0026595744680851063,52,4.008451994159263,0,0,0,192,0,0,0.1870567375886525,0.008660665575559192,0.04241435562805873,0.5135357066883527,0.0,0.0,0,0.1118603333994255,low
LCH2740,712,0.9508426966292135,0.0,1,5.470982536569989,0,0,0,30,0,0,0.9508426966292135,0.0,0.0008156606851549756,0.7009052091158653,0.0,0.0,0,0.3695487951318645,medium
LMD2804,712,0.5168539325842697,0.0,1,5.0220047090681765,0,0,0,23,0,0,0.5168539325842697,0.0,0.0008156606851549756,0.6433852123017576,0.0,0.0,0,0.2224582097503231,low
LRT0447,712,0.9831460674157303,0.0,1,5.505304566685821,0,0,0,68,0,0,0.9831460674157303,0.0,0.0008156606851549756,0.7053023150351067,0.0,0.0,0,0.3805067729002098,medium
LRU3765,712,0.5323033707865169,0.0,1,5.06013846295163,0,0,0,0,0,0,0.5323033707865169,0.0,0.0008156606851549756,0.6482706504404091,0.0,0.0,0,0.22792718439550932,low
MCB0591,712,0.5014044943820225,0.0,1,5.029679882454777,0,0,0,0,0,0,0.5014044943820225,0.0,0.0008156606851549756,0.6443685035061394,0.0,0.0,0,0.2174705547828607,low
MJC1471,981,0.36187563710499493,0.0,1,3.8895921594939944,0,0,0,78,0,0,0.36187563710499493,0.0,0.0008156606851549756,0.49830819011072386,0.0,0.0,0,0.15971808033197768,low
MJS0832,712,0.5028089887640449,0.0,1,5.031133808651825,0,0,0,0,0,0,0.5028089887640449,0.0,0.0008156606851549756,0.6445547706781454,0.0,0.0,0,0.21794658579829607,low
MKD1004,712,0.22331460674157302,0.0,1,4.572945758977796,0,0,0,0,0,0,0.22331460674157302,0.0,0.0008156606851549756,0.5858548226113203,0.0,0.0,0,0.12144221653804745,low
MLS2856,987,0.1691995947315096,0.0,1,4.069430573423857,0,0,0,20,0,0,0.1691995947315096,0.0,0.0008156606851549756,0.5213478690495644,0.0,0.0,0,0.09839890703142952,low
MMW1927,1015,0.35073891625615766,0.0,17,3.8544241006707907,148,145,3,438,259,0,0.35073891625615766,0.0,0.013866231647634585,0.493802696726508,0.10344827586206896,0.030734543728491753,0,0.1958918212623507,low
MPG1307,712,0.2401685393258427,0.0,1,4.5210760048462735,0,0,0,28,0,0,0.2401685393258427,0.0,0.0008156606851549756,0.5792096212012758,0.0,0.0,0,0.1264262683980952,low
MRB2390,712,0.5,0.0,1,4.520282476296481,0,0,0,0,0,0,0.5,0.0,0.0008156606851549756,0.5791079597007293,0.0,0.0,0,0.2116575030894351,low
MTW3317,712,0.49157303370786515,0.0,1,5.0197574213904455,0,0,0,0,0,0,0.49157303370786515,0.0,0.0008156606851549756,0.6430973050329672,0.0,0.0,0,0.21414101722366438,low
NAR1527,998,0.35671342685370744,0.002004008016032064,1,3.973253072666957,0,0,0,59,0,0,0.35671342685370744,0.006525872257335182,0.0008156606851549756,0.5090262593881086,0.0,0.0,0,0.15997404470316837,low
NGC1617,712,0.22331460674157302,0.0,1,4.070418482934022,0,0,0,8,0,0,0.22331460674157302,0.0,0.0008156606851549756,0.5214744333215542,0.0,0.0,0,0.11616210453876698,low
NMM1560,1257,0.48289578361177404,0.020684168655529037,113,4.969065410570459,121,120,1,2436,1678,0,0.48289578361177404,0.0673561389551843,0.09216965742251224,0.6366029881151578,0.034482758620689655,0.19912187017918595,0,0.3269331872728416,medium
NPR1612,360,0.35555555555555557,0.0,1,3.4556201671637856,0,0,0,45,0,0,0.35555555555555557,0.0,0.0008156606851549756,0.44271063921352544,0.0,0.0,0,0.15308493856262073,low
NYC2048,712,0.5323033707865169,0.0,1,5.060391423128051,0,0,0,25,0,0,0.5323033707865169,0.0,0.0008156606851549756,0.6483030579840572,0.0,0.0,0,0.2279298422772334,low
OAW3013,712,0.5393258426966292,0.0,1,5.067133344029399,3069,3050,19,443,289,0,0.5393258426966292,0.0,0.0008156606851549756,0.6491667872041041,0.6551724137931034,0.03429452948854871,0,0.40556816382643246,medium
OKG1889,1233,0.32927818329278186,0.0016220600162206002,86,3.990426024600184,367,366,1,1844,1220,0,0.32927818329278186,0.0052820928733337495,0.0701468189233279,0.5112263416193054,0.034482758620689655,0.14477275424231636,0,0.2301738421043264,low
OSC1925,864,0.36574074074074076,0.0,67,4.2035537292077905,3092,3078,14,8686,5769,0,0.36574074074074076,0.0,0.05464926590538336,0.5385308188988168,0.4827586206896552,0.6845852616589534,0,0.5726233292585934,medium
PAS2864,712,0.21910112359550563,0.0,1,4.549659618633838,0,0,0,11,0,0,0.21910112359550563,0.0,0.0008156606851549756,0.5828715601062426,0.0,0.0,0,0.1198152830420119,low
RBG3850,712,0.547752808988764,0.0,1,5.0748432215850965,0,0,0,0,0,0,0.547752808988764,0.0,0.0008156606851549756,0.6501545244714619,0.0,0.0,0,0.23314998788770958,low
RCB2645,712,0.24297752808988765,0.0,1,4.564027449574587,0,0,0,85,0,0,0.24297752808988765,0.0,0.0008156606851549756,0.5847122692444554,0.0,0.0,0,0.12779907306813731,low
RCM1372,993,0.7170191339375629,0.0,1,4.718580097029814,0,0,0,22,0,0,0.7170191339375629,0.0,0.0008156606851549756,0.6045125071285873,0.0,0.0,0,0.2849357208893512,low
RKW1754,712,0.23174157303370788,0.0,1,4.534881037029156,0,0,0,39,0,0,0.23174157303370788,0.0,0.0008156606851549756,0.5809782283763704,0.0,0.0,0,0.12380679279007631,low
SCM0778,712,0.22612359550561797,0.0,1,4.100071084115399,0,0,0,57,0,0,0.22612359550561797,0.0,0.0008156606851549756,0.525273323647549,0.0,0.0,0,0.11739517672713858,low
SCP1116,712,0.7120786516853933,0.0,1,6.002340367526691,0,0,0,73,0,0,0.7120786516853933,0.0,0.0008156606851549756,0.7689791737342123,0.0,0.0,0,0.2968035773867618,low
SGF2611,982,0.40122199592668023,0.0,116,4.581952604594505,0,0,0,158,0,0,0.40122199592668023,0.0,0.09461663947797716,0.5870087186379034,0.0,0.0,0,0.19528668783787953,low
SGM2153,602,0.23588039867109634,0.0,1,4.079724676002985,0,0,0,11,0,0,0.23588039867109634,0.0,0.0008156606851549756,0.5226666797152273,0.0,0.0,0,0.12038218385914276,low
SIP2293,758,0.20580474934036938,0.0,24,3.4703044240045138,0,0,0,39,0,0,0.20580474934036938,0.0,0.01957585644371941,0.4445918866938207,0.0,0.0,0,0.10718961110452785,low
SZB0321,712,0.4592696629213483,0.0,1,4.486818085091729,0,0,0,41,0,0,0.4592696629213483,0.0,0.0008156606851549756,0.5748207286670862,0.0,0.0,0,0.19794400995994135,low
TAP0631,712,1.0,0.0,1,5.522209059903333,0,0,0,0,0,0,1.0,0.0,0.0008156606851549756,0.707468004154825,0.0,0.0,0,0.38621344370251276,medium
TDC3116,712,0.42696629213483145,0.0,1,4.452689435813824,0,0,0,22,0,0,0.42696629213483145,0.0,0.0008156606851549756,0.5704483973903774,0.0,0.0,0,0.18698806406634486,low
TDM2658,712,0.2401685393258427,0.0,1,4.507063897735513,0,0,0,15,0,0,0.2401685393258427,0.0,0.0008156606851549756,0.5774144849896404,0.0,0.0,0,0.126279041573965,low
VAD2639,880,0.39204545454545453,0.022727272727272728,1,5.590578221115986,0,0,0,0,0,0,0.39204545454545453,0.07400932400932402,0.0008156606851549756,0.7162269977938129,0.0,0.0,0,0.19962760619095282,low
VBN0984,846,0.5271867612293144,0.0070921985815602835,23,5.044052721898281,0,0,0,29,0,0,0.5271867612293144,0.023095108201491178,0.018760195758564437,0.6462098542997857,0.0,0.0,0,0.23281130374875034,low
WPR1884,712,0.5,0.0,1,4.523382389600168,0,0,0,90,0,0,0.5,0.0,0.0008156606851549756,0.5795050995869998,0.0,0.0,0,0.21169007423574257,low
WVD0570,712,0.7317415730337079,0.0,1,5.574678268819663,0,0,0,45,0,0,0.7317415730337079,0.0,0.0008156606851549756,0.7141900036497641,0.0,0.0,0,0.298760644667731,low
XAB3746,790,0.47215189873417723,0.0,39,4.885125163906494,0,0,0,7,0,0,0.47215189873417723,0.0,0.03181076672104405,0.6258491325237764,0.0,0.0,0,0.2114392614062634,low
XFL1583,366,0.726775956284153,0.0,1,6.09838246854767,0,0,0,0,0,0,0.726775956284153,0.0,0.0008156606851549756,0.7812834368990222,0.0,0.0,0,0.30263425889080253,medium
YDE3069,712,0.5,0.0,1,3.5248215122941784,0,0,0,18,0,0,0.5,0.0,0.0008156606851549756,0.45157624661685786,0.0,0.0,0,0.20119808002642503,low
YJP2791,712,0.5,0.0,1,5.028357141575088,0,0,0,0,0,0,0.5,0.0,0.0008156606851549756,0.6441990429080316,0.0,0.0,0,0.21699590214667216,low
AAF3937,712,0.22331460674157302,0.0,1,4.545693594133054,0,0,0,10,0,0,0.22331460674157302,0.0,0.0008156606851549756,0.5823634599225006,0.0,0.0,0,0.12115587490155776,low
AFP2247,712,0.22331460674157302,0.0,1,4.017026099049756,0,0,0,17,0,0,0.22331460674157302,0.0,0.0008156606851549756,0.5146341629055097,0.0,0.0,0,0.11560110460850062,low
AID2774,902,0.4279379157427938,0.0,83,4.705361345930674,0,0,0,12,0,0,0.4279379157427938,0.0,0.06769983686786298,0.602819010313077,0.0,0.0,0,0.2009325816431169,low
ATM1003,712,0.24157303370786518,0.0,1,4.572208973483307,0,0,0,0,0,0,0.24157303370786518,0.0,0.0008156606851549756,0.5857604306465065,0.0,0.0,0,0.12742428283732649,low
AWV0836,396,0.5176767676767676,0.0,1,5.04841348456743,0,0,0,20,0,0,0.5176767676767676,0.0,0.0008156606851549756,0.6467685256627619,0.0,0.0,0,0.22300562674554275,low
AYL1635,712,0.23876404494382023,0.0,1,4.055966034749196,0,0,0,0,0,0,0.23876404494382023,0.0,0.0008156606851549756,0.5196228835954291,0.0,0.0,0,0.12107854989892959,low
BBM2604,980,0.40816326530612246,0.0,1,4.368443576948738,388,384,4,668,204,0,0.40816326530612246,0.0,0.0008156606851549756,0.5596553888347335,0.13793103448275862,0.024207903168387328,0,0.22379833366175328,low
BKA0175,712,0.22893258426966293,0.0,1,4.520971141219047,0,0,0,25,0,0,0.22893258426966293,0.0,0.0008156606851549756,0.5791961867839516,0.0,0.0,0,0.12273913102118755,low
BNH3516,1071,0.15406162464985995,0.0,37,3.7858105117790566,418,416,2,1081,260,0,0.15406162464985995,0.0,0.030179445350734094,0.48501238866961155,0.06896551724137931,0.030853209920493653,0,0.12488975356776477,low
BQV1308,994,0.1659959758551308,0.0,1,3.9314021478688566,136,135,1,356,166,0,0.1659959758551308,0.0,0.0008156606851549756,0.5036646025008441,0.034482758620689655,0.01969858787231518,0,0.1124597219762689,low
CAC0147,712,0.23595505617977527,0.0,1,4.537718496947603,0,0,0,0,0,0,0.23595505617977527,0.0,0.0008156606851549756,0.5813417445134085,0.0,0.0,0,0.12521886964443024,low
CRM0139,1140,0.49912280701754386,0.08596491228070176,97,5.468930367013366,3073,3057,16,8091,5436,0,0.49912280701754386,0.2799370220422852,0.07911908646003263,0.7006422990585564,0.5517241379310345,0.6450694197223211,0,0.6803713080564386,medium
CWF1289,711,0.23066104078762306,0.0,1,4.594154742709952,0,0,0,62,0,0,0.23066104078762306,0.0,0.0008156606851549756,0.5885719738869011,0.0,0.0,0,0.1240751121007788,low
DBW3679,712,0.7289325842696629,0.0,1,5.540257069414938,0,0,0,21,0,0,0.7289325842696629,0.0,0.0008156606851549756,0.7097801928332388,0.0,0.0,0,0.2974774682683063,low
FPM2074,991,0.17658930373360243,0.0,1,3.8894295327366777,0,0,0,71,0,0,0.17658930373360243,0.0,0.0008156606851549756,0.49828735547259756,0.0,0.0,0,0.09893186234008446,low
GCM1580,44,0.7727272727272727,0.0,1,6.1587096064771,0,0,0,0,0,0,0.7727272727272727,0.0,0.0008156606851549756,0.7890121410107883,0.0,0.0,0,0.31834278168496943,medium
GGH1726,712,0.2345505617977528,0.0,1,4.5788047128927065,0,0,0,0,0,0,0.2345505617977528,0.0,0.0008156606851549756,0.5866054320843866,0.0,0.0,0,0.12518981280469366,low
HCF2857,377,0.1724137931034483,0.0,13,3.907710877287165,258,254,4,734,500,0,0.1724137931034483,0.0,0.010603588907014683,0.5006294374550255,0.13793103448275862,0.05933309600094933,0,0.1576273975446316,low
HJA0779,1033,0.15972894482090996,0.0,20,3.4307054742690024,401,396,5,1856,710,0,0.15972894482090996,0.0,0.01631321370309951,0.4395187375913309,0.1724137931034483,0.08425299632134804,0,0.1680938099457957,low
HQB0118,712,0.7359550561797753,0.0,1,5.577536419820158,0,0,0,0,0,0,0.7359550561797753,0.0,0.0008156606851549756,0.7145561705880235,0.0,0.0,0,0.3001729389256684,medium
IBC0377,1000,0.185,0.0,1,4.078732653663398,0,0,0,864,0,0,0.185,0.0,0.0008156606851549756,0.522539588535402,0.0,0.0,0,0.10368008121994281,low
IDF0189,1398,0.13876967095851217,0.1044349070100143,111,3.680591052591179,0,0,0,461,0,0,0.13876967095851217,0.34008290231466193,0.09053833605220228,0.47153238456574653,0.0,0.0,0,0.15483097052549596,low
IOR0152,712,0.23314606741573032,0.0,1,4.559677101800226,0,0,0,7,0,0,0.23314606741573032,0.0,0.0008156606851549756,0.5841549321672241,0.0,0.0,0,0.1245280823453941,low
JAM2248,712,0.2345505617977528,0.0,1,4.043507901140904,0,0,0,0,0,0,0.2345505617977528,0.0,0.0008156606851549756,0.5180268319386113,0.0,0.0,0,0.11956538751745595,low
JEH2847,712,0.2401685393258427,0.0,1,4.547460391048434,0,0,0,0,0,0,0.2401685393258427,0.0,0.0008156606851549756,0.5825898099708077,0.0,0.0,0,0.1267034921843868,low
